House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
34,Woodward Junction,Lydia,Williams,32,Wife,Married,Female,Bookseller,Unknown,Unknown
34,Woodward Junction,Gregory,Williams,1,Son,Unknown,Male,Child,Unknown,Unknown
34,Woodward Junction,Claire,Wilkinson,32,Lodger,Single,Female,Estate manager/land agent,Unknown,Unknown
35,Woodward Junction,Carolyn,Hughes,70,Head,Married,Female,Retired,Unknown,Catholic
35,Woodward Junction,Mark,Hughes,69,Husband,Married,Male,Retired,Unknown,Catholic
35,Woodward Junction,Brenda,Hughes,35,Daughter,Divorced,Female,Planning and development surveyor,Unknown,Catholic
35,Woodward Junction,Matthew,Hughes,32,Son,Single,Male,Chief Financial Officer,Unknown,Catholic
35,Woodward Junction,Nicola,Hughes,28,Daughter,Single,Female,Prison officer,Unknown,Catholic
35,Woodward Junction,Shane,Hughes,21,Son,Single,Male,University Student,Unknown,Catholic
35,Woodward Junction,Bethan,Hughes,18,Daughter,Single,Female,Student,Unknown,Unknown
36,Woodward Junction,Teresa,Walker,37,Head,Married,Female,Sport and exercise psychologist,Unknown,Catholic
36,Woodward Junction,Graham,Walker,40,Husband,Married,Male,Chief Technology Officer,Unknown,Catholic
36,Woodward Junction,Samantha,Walker,16,Daughter,Unknown,Female,Student,Unknown,Unknown
37,Woodward Junction,Alan,Harper,65,Head,Widowed,Male,Retired,Unknown,Methodist
38,Woodward Junction,Judith,Douglas,72,Head,Divorced,Female,Retired,Unknown,Unknown
39,Woodward Junction,Roger,Davies,50,Head,Married,Male,"Pharmacist, hospital",Unknown,Unknown
39,Woodward Junction,Gail,Davies,48,Wife,Married,Female,Fashion designer,Unknown,Unknown
39,Woodward Junction,Dominic,Davies,21,Son,Divorced,Male,University Student,Unknown,Unknown
39,Woodward Junction,Victoria,Davies,15,Daughter,Unknown,Female,Student,Unknown,Unknown
1,Quayside Garden,Harriet,Parker,20,Head,Divorced,Female,Counselling psychologist,Unknown,Methodist
1,Quayside Garden,Carolyn,Parker,3,Daughter,Unknown,Female,Child,Unknown,Unknown
1,Quayside Garden,Phillip,Bird,57,Lodger,Single,Male,Unemployed,Unknown,Unknown
1,Quayside Garden,Lynn,Middleton,30,Sibling,Single,Female,Mudlogger,Unknown,Catholic
1,Quayside Garden,Philip,Hughes,27,Lodger,Single,Male,Unemployed,Unknown,Unknown
2,Quayside Garden,Keith,Murray,58,Head,Married,Male,Cytogeneticist,Unknown,Unknown
2,Quayside Garden,Kelly,Murray,49,Wife,Married,Female,Advertising art director,Unknown,Unknown
2,Quayside Garden,Bradley,Mills,12,Grandson,Unknown,Male,Student,Unknown,Unknown
2,Quayside Garden,Kayleigh,Ali,8,Granddaughter,Unknown,Female,Student,Unknown,Unknown
2,Quayside Garden,Victoria,Harrison,5,Granddaughter,Unknown,Female,Student,Unknown,Unknown
3,Quayside Garden,Gail,Thompson,36,Head,Widowed,Female,Museum education officer,Unknown,Unknown
3,Quayside Garden,Fiona,Khan,24,Cousin,Single,Female,"Designer, television/film set",Unknown,Unknown
3,Quayside Garden,Andrea,Richardson,32,Lodger,Single,Female,Corporate treasurer,Unknown,Unknown
3,Quayside Garden,Leonard,Brown,28,Lodger,Single,Male,Land/geomatics surveyor,Unknown,Unknown
3,Quayside Garden,Mary,Fraser,25,Lodger,Single,Female,Risk analyst,Unknown,Unknown
4,Quayside Garden,Stuart,Arnold,28,Head,Married,Male,TEFL teacher,Unknown,Unknown
4,Quayside Garden,Jodie,Arnold,29,Wife,Married,Female,Wellsite geologist,Unknown,Unknown
5,Quayside Garden,Christine,Young,57,Head,Widowed,Female,Unemployed,Unknown,Christian
5,Quayside Garden,Hazel,Young,22,Daughter,Single,Female,University Student,Unknown,Unknown
5,Quayside Garden,June,Young,19,Daughter,Single,Female,University Student,Unknown,Christian
5,Quayside Garden,Kelly,Young,16,Daughter,Unknown,Female,Student,Unknown,Unknown
6,Quayside Garden,Jay,Wood,19,Head,Single,Male,University Student,Unknown,Unknown
6,Quayside Garden,Joanna,Singh,19,Partner,Single,Female,University Student,Unknown,Unknown
7,Quayside Garden,Nicola,Bailey,77,Head,Married,Female,Retired,Unknown,Methodist
7,Quayside Garden,Jordan,Bailey,79,Husband,Married,Male,Retired,Unknown,Unknown
8,Quayside Garden,Carole,Dixon,48,Head,Single,Female,Careers information officer,Unknown,Christian
8,Quayside Garden,Barbara,Singh,28,Unknown,Single,Female,Health promotion specialist,Unknown,Christian
9,Quayside Garden,Rosemary,Miles,81,Head,Widowed,Female,Retired,Unknown,Christian
10,Quayside Garden,Rachael,Spencer,29,Head,Divorced,Female,General practice doctor,Unknown,Unknown
10,Quayside Garden,Julian,Spencer,8,Nephew,Unknown,Male,Student,Unknown,Unknown
11,Quayside Garden,Natasha,Allen,75,Head,Married,Female,Retired,Unknown,Christian
11,Quayside Garden,Joel,Allen,78,Husband,Married,Male,Retired,Unknown,Muslim
12,Quayside Garden,Gillian,Lloyd,41,Head,Single,Female,Midwife,Unknown,Unknown
12,Quayside Garden,Norman,Smith,26,Unknown,Single,Male,Speech and language therapist,Unknown,Jewish
13,Quayside Garden,Judith,Hall,85,Head,Married,Female,Retired,Unknown,Christian
13,Quayside Garden,Frederick,Hall,91,Husband,Married,Male,Retired,Unknown,Christian
14,Quayside Garden,Kerry,Page,49,Head,Married,Female,"Therapist, music",Unknown,Christian
14,Quayside Garden,Damian,Page,51,Husband,Married,Male,Customer service manager,Unknown,Christian
14,Quayside Garden,Louise,Page,13,Daughter,Unknown,Female,Student,Unknown,Unknown
15,Quayside Garden,Chloe,Miles,66,Head,Divorced,Female,Retired,Unknown,Unknown
15,Quayside Garden,Maureen,Allen,33,Daughter,Single,Female,Unemployed,Unknown,Unknown
15,Quayside Garden,Callum,Allen,29,Son,Single,Male,Health visitor,Unknown,Unknown
15,Quayside Garden,Patricia,Allen,26,Daughter,Single,Female,Environmental manager,Unknown,Unknown
16,Quayside Garden,Adrian,Ward,48,Head,Single,Male,Counsellor,Unknown,Unknown
17,Quayside Garden,Jacqueline,Macdonald,55,Head,Married,Female,"Psychologist, clinical",Unknown,Christian
17,Quayside Garden,Phillip,Macdonald,54,Husband,Married,Male,"Merchandiser, retail",Unknown,Christian
17,Quayside Garden,Leonard,Macdonald,16,Son,Unknown,Male,Student,Unknown,Unknown
18,Quayside Garden,Carol,Evans,56,Head,Married,Female,Education administrator,Unknown,Christian
18,Quayside Garden,Roger,Evans,60,Husband,Married,Male,Analytical chemist,Unknown,Christian
18,Quayside Garden,Maria,Evans,18,Daughter,Single,Female,Student,Unknown,Christian
18,Quayside Garden,Rebecca,Evans,16,Daughter,Unknown,Female,Student,Unknown,Unknown
19,Quayside Garden,Damien,Fitzgerald,26,Head,Married,Male,Race relations officer,Unknown,Catholic
19,Quayside Garden,Anna,Fitzgerald,24,Wife,Married,Female,Animal nutritionist,Unknown,Catholic
20,Quayside Garden,Paula,Chadwick,54,Head,Married,Female,IT consultant,Unknown,Unknown
20,Quayside Garden,Max,Chadwick,58,Husband,Married,Male,Event organiser,Unknown,Unknown
1,Crown Stravenue,June,Hodgson,57,Head,Married,Female,"Engineer, site",Unknown,Unknown
1,Crown Stravenue,Harriet,Hodgson,62,Wife,Married,Female,Unemployed,Unknown,Unknown
2,Crown Stravenue,Elaine,Baker,75,Head,Married,Female,Retired,Unknown,Christian
2,Crown Stravenue,Malcolm,Baker,80,Husband,Married,Male,Retired,Unknown,Christian
3,Crown Stravenue,Hilary,Harding,87,Head,Married,Female,Retired,Unknown,Unknown
3,Crown Stravenue,Luke,Harding,93,Husband,Married,Male,Retired,Unknown,Unknown
4,Crown Stravenue,Anthony,Wilkinson,55,Head,Married,Male,"Programmer, systems",Unknown,Unknown
4,Crown Stravenue,Jacqueline,Wilkinson,52,Wife,Married,Female,Claims inspector/assessor,Unknown,Unknown
5,Crown Stravenue,Shirley,Davis,63,Head,Single,Female,"Engineer, land",Unknown,Unknown
5,Crown Stravenue,Ellie,Hussain,4,Granddaughter,Unknown,Female,Child,Unknown,Unknown
6,Crown Stravenue,Carl,Potts,48,Head,Married,Male,Accommodation manager,Unknown,Catholic
6,Crown Stravenue,Holly,Potts,47,Wife,Married,Female,Retail banker,Unknown,Unknown
6,Crown Stravenue,Maria,Potts,10,Daughter,Unknown,Female,Student,Unknown,Unknown
6,Crown Stravenue,Ronald,Potts,7,Son,Unknown,Male,Student,Unknown,Unknown
6,Crown Stravenue,Maurice,Potts,3,Son,Unknown,Male,Child,Unknown,Unknown
7,Crown Stravenue,Mohammad,Reynolds,52,Head,Married,Male,Private music teacher,Unknown,Unknown
7,Crown Stravenue,Lydia,Reynolds,53,Wife,Married,Female,Stage manager,Unknown,Unknown
7,Crown Stravenue,Clifford,Reynolds,31,Son,Single,Male,Corporate treasurer,Unknown,Unknown
7,Crown Stravenue,Howard,Reynolds,29,Son,Divorced,Male,"Producer, television/film/video",Unknown,Unknown
7,Crown Stravenue,Cheryl,Reynolds,21,Daughter,Single,Female,University Student,Unknown,Unknown
7,Crown Stravenue,John,Reynolds,17,Son,Unknown,Male,Student,Unknown,Unknown
8,Crown Stravenue,Joan,Lloyd,43,Head,Single,Female,"Engineer, manufacturing",Unknown,Catholic
8,Crown Stravenue,Leanne,Lloyd,8,Daughter,Unknown,Female,Student,Unknown,Unknown
9,Crown Stravenue,Chloe,Campbell,22,Head,Single,Female,"Surveyor, building",Unknown,Unknown
9,Crown Stravenue,Nigel,Smith,58,Unknown,Single,Male,Ambulance person,Unknown,Methodist
9,Crown Stravenue,Jason,Wells,53,Unknown,Single,Male,Administrator,Unknown,Christian
9,Crown Stravenue,Gail,Burns,23,Unknown,Single,Female,Drilling engineer,Unknown,Methodist
10,Crown Stravenue,Amber,Stephenson,37,Head,Divorced,Female,Claims inspector/assessor,Unknown,Unknown
10,Crown Stravenue,Brandon,Stephenson,4,Son,Unknown,Male,Child,Unknown,Unknown
11,Crown Stravenue,Graham,Hughes,36,Head,Single,Male,Museum/gallery exhibitions officer,Unknown,Unknown
11,Crown Stravenue,Francis,Porter,45,Unknown,Single,Male,Soil scientist,Unknown,Unknown
11,Crown Stravenue,Francis,Watson,55,Unknown,Single,Male,Medical physicist,Unknown,Unknown
11,Crown Stravenue,Ricky,Conway,38,Unknown,Single,Male,Production manager,Unknown,Catholic
11,Crown Stravenue,Megan,Davies,41,Unknown,Single,Female,"Surveyor, quantity",Unknown,Catholic
12,Crown Stravenue,Mark,Ellis,49,Head,Single,Male,Interpreter,Unknown,Methodist
12,Crown Stravenue,Wendy,Smith,51,Partner,Single,Female,Sports coach,Unknown,Methodist
13,Crown Stravenue,Sara,Owen,56,Head,Married,Female,Insurance risk surveyor,Unknown,Christian
13,Crown Stravenue,Garry,Owen,59,Husband,Married,Male,Mining engineer,Unknown,Unknown
13,Crown Stravenue,Arthur,Mann-Owen,19,Son,Single,Male,University Student,Unknown,Unknown
13,Crown Stravenue,Patrick,Mann-Owen,15,Son,Unknown,Male,Student,Unknown,Unknown
14,Crown Stravenue,Alison,Mason,72,Head,Divorced,Female,Retired,Unknown,Unknown
15,Crown Stravenue,Kim,Begum,43,Head,Divorced,Female,Dentist,Unknown,Unknown
15,Crown Stravenue,Luke,Begum,9,Son,Unknown,Male,Student,Unknown,Unknown
15,Crown Stravenue,Jeffrey,Begum,9,Son,Unknown,Male,Student,Unknown,Unknown
15,Crown Stravenue,Maureen,Begum,9,Daughter,Unknown,Female,Student,Unknown,Unknown
15,Crown Stravenue,Ronald,Begum,8,Son,Unknown,Male,Student,Unknown,Unknown
16,Crown Stravenue,Cameron,Williams,40,Head,Married,Male,Brewing technologist,Unknown,Catholic
16,Crown Stravenue,Karen,Williams,38,Wife,Married,Female,IT technical support officer,Unknown,Catholic
16,Crown Stravenue,Glen,Williams,11,Son,Unknown,Male,Student,Unknown,Unknown
17,Crown Stravenue,Amanda,Bates,43,Head,Married,Female,"Surveyor, building",Unknown,Christian
17,Crown Stravenue,Geoffrey,Bates,46,Husband,Married,Male,"Scientist, product/process development",Unknown,Unknown
17,Crown Stravenue,Anthony,Bates,1,Son,Unknown,Male,Child,Unknown,Unknown
17,Crown Stravenue,Lynn,Morgan,63,Cousin,Divorced,Female,Telecommunications researcher,Unknown,Christian
17,Crown Stravenue,Danielle,Barnett,51,Lodger,Single,Female,"Nurse, adult",Unknown,Christian
18,Crown Stravenue,Zoe,Wall,44,Head,Married,Female,Food technologist,Unknown,Unknown
18,Crown Stravenue,Martin,Wall-Richards,47,Husband,Married,Male,Astronomer,Unknown,Unknown
18,Crown Stravenue,Barry,Wall-Richards,24,Son,Single,Male,"Surveyor, building",Unknown,Unknown
18,Crown Stravenue,Elliott,Wall-Richards,9,Son,Unknown,Male,Student,Unknown,Unknown
19,Crown Stravenue,Joyce,Lewis,49,Head,Single,Female,Ecologist,Unknown,Unknown
19,Crown Stravenue,Kevin,Day,52,Partner,Single,Male,Mining engineer,Unknown,Unknown
19,Crown Stravenue,Hilary,Lewis,16,Daughter,Unknown,Female,Student,Unknown,Unknown
19,Crown Stravenue,Simon,Lewis,13,Son,Unknown,Male,Student,Unknown,Unknown
20,Crown Stravenue,Molly,Stewart,33,Head,Divorced,Female,Unemployed,Unknown,Unknown
20,Crown Stravenue,Debra,Stewart,11,Daughter,Unknown,Female,Student,Unknown,Unknown
20,Crown Stravenue,Shaun,Stewart,10,Son,Unknown,Male,Student,Unknown,Unknown
20,Crown Stravenue,June,Stewart,4,Daughter,Unknown,Female,Child,Unknown,Unknown
21,Crown Stravenue,Bethan,Griffiths,61,Head,Divorced,Female,Unemployed,Unknown,Unknown
21,Crown Stravenue,Marc,Griffiths,34,Son,Single,Male,Veterinary surgeon,Unknown,Unknown
22,Crown Stravenue,Ross,Carter,82,Head,Widowed,Male,Retired,Unknown,Unknown
23,Crown Stravenue,Zoe,Hope,67,Head,Married,Female,Retired,Unknown,Christian
23,Crown Stravenue,Gerard,Hope,67,Husband,Married,Male,Retired,Unknown,Christian
24,Crown Stravenue,Brandon,Gregory,24,Head,Single,Male,"Psychologist, counselling",Unknown,Methodist
24,Crown Stravenue,Darren,Evans,62,Unknown,Single,Male,"Programmer, applications",Unknown,Unknown
24,Crown Stravenue,Geoffrey,Fuller,21,Unknown,Single,Male,University Student,Unknown,Christian
25,Crown Stravenue,Kirsty,Fletcher,26,Head,Divorced,Female,Technical brewer,Unknown,Unknown
25,Crown Stravenue,Anne,Reynolds,61,Lodger,Single,Female,"Physicist, medical",Unknown,Unknown
26,Crown Stravenue,Charlene,Davey,53,Head,Married,Female,Broadcast journalist,Unknown,Unknown
26,Crown Stravenue,Dennis,Davey,57,Husband,Married,Male,Barrister's clerk,Unknown,Unknown
26,Crown Stravenue,Lynne,Davey,9,Daughter,Unknown,Female,Student,Unknown,Unknown
27,Crown Stravenue,Nicholas,Byrne,21,Head,Single,Male,University Student,Unknown,Catholic
27,Crown Stravenue,Margaret,Page,20,Unknown,Single,Female,University Student,Unknown,Christian
28,Crown Stravenue,Molly,Edwards,40,Head,Married,Female,Government social research officer,Unknown,Unknown
28,Crown Stravenue,Samuel,Edwards,42,Husband,Married,Male,Cartographer,Unknown,Unknown
29,Crown Stravenue,Abbie,Gibson,49,Head,Married,Female,Travel agency manager,Unknown,Christian
29,Crown Stravenue,Leonard,Gibson,52,Husband,Married,Male,"Embryologist, clinical",Unknown,Unknown
29,Crown Stravenue,Paige,Gibson,10,Daughter,Unknown,Female,Student,Unknown,Unknown
29,Crown Stravenue,Lawrence,Gibson,8,Son,Unknown,Male,Student,Unknown,Unknown
29,Crown Stravenue,Aaron,Gibson,4,Son,Unknown,Male,Child,Unknown,Unknown
30,Crown Stravenue,Elliot,Lucas,41,Head,Single,Male,TEFL teacher,Unknown,Catholic
30,Crown Stravenue,Abdul,Lucas,15,Son,Unknown,Male,Student,Unknown,Unknown
30,Crown Stravenue,Geoffrey,Lucas,8,Son,Unknown,Male,Student,Unknown,Unknown
30,Crown Stravenue,Guy,Lucas,7,Son,Unknown,Male,Student,Unknown,Unknown
31,Crown Stravenue,Marion,Price,33,Head,Divorced,Female,Nature conservation officer,Unknown,Catholic
31,Crown Stravenue,Janice,Price,10,Daughter,Unknown,Female,Student,Unknown,Unknown
31,Crown Stravenue,Gavin,Price,6,Son,Unknown,Male,Student,Unknown,Unknown
32,Crown Stravenue,Pauline,Johnson,32,Head,Single,Female,Company secretary,Unknown,Christian
32,Crown Stravenue,Guy,Craig,33,Partner,Single,Male,Commissioning editor,Unknown,Christian
32,Crown Stravenue,Jill,Johnson,11,Daughter,Unknown,Female,Student,Unknown,Unknown
32,Crown Stravenue,Martyn,Johnson,11,Son,Unknown,Male,Student,Unknown,Unknown
33,Crown Stravenue,Brian,Butler,77,Head,Divorced,Male,Retired,Unknown,Christian
34,Crown Stravenue,Ashley,Franklin,31,Head,Single,Male,IT sales professional,Unknown,Unknown
34,Crown Stravenue,Douglas,Franklin,42,Cousin,Divorced,Male,Tax adviser,Unknown,Unknown
35,Crown Stravenue,Carly,Bond,86,Head,Widowed,Female,Retired,Unknown,Catholic
36,Crown Stravenue,Steven,Dickinson,44,Head,Single,Male,Unemployed,Unknown,Unknown
37,Crown Stravenue,Francis,Mellor,60,Head,Widowed,Male,Water engineer,Unknown,Christian
37,Crown Stravenue,Jenna,Mellor,12,Granddaughter,Unknown,Female,Student,Unknown,Unknown
37,Crown Stravenue,Mohammad,Lane,12,Grandson,Unknown,Male,Student,Unknown,Unknown
37,Crown Stravenue,Robin,Lane,9,Grandson,Unknown,Male,Student,Unknown,Unknown
38,Crown Stravenue,Max,Lambert,34,Head,Married,Male,Community pharmacist,Unknown,Unknown
38,Crown Stravenue,Sally,Lambert,32,Wife,Married,Female,Actor,Unknown,Unknown
39,Crown Stravenue,Adam,Williams,65,Head,Married,Male,Retired,Unknown,Christian
39,Crown Stravenue,Wendy,Williams,59,Wife,Married,Female,"Therapist, sports",Unknown,Unknown
40,Crown Stravenue,Emily,Williams,32,Head,Married,Female,Therapeutic radiographer,Unknown,Unknown
40,Crown Stravenue,Ross,Williams,34,Husband,Married,Male,Network engineer,Unknown,Unknown
41,Crown Stravenue,Hugh,Griffiths,57,Head,Single,Male,"Development worker, international aid",Unknown,Christian
41,Crown Stravenue,Melissa,Hall,58,Unknown,Single,Female,Production engineer,Unknown,Unknown
42,Crown Stravenue,Amanda,Patel,32,Head,Married,Female,"Horticulturist, amenity",Unknown,Unknown
42,Crown Stravenue,Neil,Patel,34,Husband,Married,Male,Geoscientist,Unknown,Unknown
42,Crown Stravenue,Connor,Patel,3,Son,Unknown,Male,Child,Unknown,Unknown
42,Crown Stravenue,Rosemary,Townsend,58,Cousin,Single,Female,"Scientist, water quality",Unknown,Methodist
42,Crown Stravenue,Lynne,Martin,50,Lodger,Single,Female,"Engineer, drilling",Unknown,Catholic
43,Crown Stravenue,Judith,Singh,76,Head,Married,Female,Retired,Unknown,Christian
43,Crown Stravenue,Bryan,Singh,76,Husband,Married,Male,Retired,Unknown,Christian
43,Crown Stravenue,Lewis,Singh,26,Son,Single,Male,Armed forces training and education officer,Unknown,Unknown
43,Crown Stravenue,Dale,Singh,23,Son,Single,Male,"Research officer, government",Unknown,Christian
43,Crown Stravenue,Mohammed,Singh,20,Son,Single,Male,Ophthalmologist,Unknown,Christian
44,Crown Stravenue,Carolyn,Jones,68,Head,Widowed,Female,Retired,Unknown,Christian
44,Crown Stravenue,Jake,Jones,17,Grandson,Unknown,Male,Student,Unknown,Unknown
45,Crown Stravenue,Albert,Bowen,77,Head,Married,Male,Retired,Unknown,Christian
45,Crown Stravenue,Anna,Bowen,74,Wife,Married,Female,Retired,Unknown,Christian
45,Crown Stravenue,Karl,Bowen,36,Son,Divorced,Male,Meteorologist,Unknown,Christian
45,Crown Stravenue,Anthony,Bowen,33,Son,Single,Male,Unemployed,Unknown,Christian
45,Crown Stravenue,Jay,Bowen,31,Son,Single,Male,Games developer,Unknown,Christian
46,Crown Stravenue,Owen,Hammond,89,Head,Married,Male,Retired,Unknown,Christian
46,Crown Stravenue,Abbie,Hammond,86,Wife,Married,Female,Retired,Unknown,Christian
47,Crown Stravenue,Barbara,Wilson,63,Head,Divorced,Female,Colour technologist,Unknown,Christian
47,Crown Stravenue,Rita,Wilson,33,Daughter,Single,Female,Television camera operator,Unknown,Christian
47,Crown Stravenue,Mark,Wilson,31,Son,Single,Male,Human resources officer,Unknown,Unknown
48,Crown Stravenue,Ashleigh,Pearce,51,Head,Divorced,Female,Geochemist,Unknown,Unknown
48,Crown Stravenue,Vincent,Pearce,7,Step-Son,Unknown,Male,Student,Unknown,Unknown
49,Crown Stravenue,Hayley,Rowe,47,Head,Divorced,Female,Illustrator,Unknown,Methodist
49,Crown Stravenue,Gary,Rowe,15,Son,Unknown,Male,Student,Unknown,Unknown
49,Crown Stravenue,Diana,Rowe,14,Daughter,Unknown,Female,Student,Unknown,Unknown
50,Crown Stravenue,Gail,Field,51,Head,Married,Female,Financial planner,Unknown,Christian
50,Crown Stravenue,Raymond,Field,53,Husband,Married,Male,Community development worker,Unknown,Unknown
50,Crown Stravenue,Mandy,Field,17,Daughter,Unknown,Female,Student,Unknown,Unknown
51,Crown Stravenue,Sara,Stevens,66,Head,Divorced,Female,Retired,Unknown,Christian
51,Crown Stravenue,Heather,Stevens,40,Daughter,Single,Female,"Psychologist, prison and probation services",Unknown,Christian
52,Crown Stravenue,Charles,Johnson,40,Head,Single,Male,"Physicist, medical",Unknown,Catholic
52,Crown Stravenue,Jill,Gardner,43,Unknown,Single,Female,Hydrogeologist,Unknown,Unknown
53,Crown Stravenue,Naomi,James,59,Head,Single,Female,Public relations officer,Unknown,Christian
53,Crown Stravenue,Eric,James,9,Son,Unknown,Male,Student,Unknown,Unknown
1,Aethelstan Prairie,Samuel,Jones,39,Head,Single,Male,Unemployed,Unknown,Catholic
1,Aethelstan Prairie,Leslie,Jones,10,Son,Unknown,Male,Student,Unknown,Unknown
2,Aethelstan Prairie,Tracey,Bruce,19,Head,Single,Female,Community arts worker,Unknown,Unknown
2,Aethelstan Prairie,Irene,Gibson,38,Unknown,Single,Female,Chiropractor,Unknown,Unknown
2,Aethelstan Prairie,Mary,Pritchard,31,Unknown,Single,Female,Unemployed,Unknown,Methodist
2,Aethelstan Prairie,Christopher,Smith,49,Unknown,Single,Male,Warden/ranger,Unknown,Catholic
3,Aethelstan Prairie,Donna,Campbell,34,Head,Single,Female,"Sales professional, IT",Unknown,Sikh
3,Aethelstan Prairie,Owen,Smith,36,Partner,Single,Male,Unemployed,Unknown,Unknown
3,Aethelstan Prairie,Scott,Campbell,5,Son,Unknown,Male,Student,Unknown,Unknown
4,Aethelstan Prairie,Helen,Smith,40,Head,Divorced,Female,Unemployed,Unknown,Catholic
4,Aethelstan Prairie,Leslie,Schofield,33,Lodger,Single,Male,Town planner,Unknown,Unknown
4,Aethelstan Prairie,Kerry,Cooke,41,Lodger,Divorced,Female,Chartered loss adjuster,Unknown,Catholic
4,Aethelstan Prairie,Dennis,Wright,56,Visitor,Divorced,Male,Field trials officer,Unknown,Muslim
5,Aethelstan Prairie,Karen,James,81,Head,Widowed,Female,Retired,Unknown,Christian
5,Aethelstan Prairie,Simon,James,45,Son,Single,Male,"Engineer, control and instrumentation",Unknown,Christian
6,Aethelstan Prairie,Chloe,Higgins,44,Head,Married,Female,Podiatrist,Unknown,Catholic
6,Aethelstan Prairie,Damian,Higgins,43,Husband,Married,Male,"Merchandiser, retail",Unknown,Catholic
6,Aethelstan Prairie,Graeme,Higgins,18,Son,Single,Male,Student,Unknown,Catholic
6,Aethelstan Prairie,Leon,Higgins,13,Son,Unknown,Male,Student,Unknown,Unknown
7,Aethelstan Prairie,Rita,Stewart,34,Head,Single,Female,Tour manager,Unknown,Christian
8,Aethelstan Prairie,Raymond,Saunders,19,Head,Single,Male,University Student,Unknown,Unknown
9,Aethelstan Prairie,Declan,Smith,39,Head,Married,Male,International aid/development worker,Unknown,Methodist
9,Aethelstan Prairie,Ashleigh,Smith,40,Wife,Married,Female,Tour manager,Unknown,Methodist
10,Aethelstan Prairie,Gillian,Morris-Roberts,34,Head,Married,Female,Unemployed,Unknown,Unknown
10,Aethelstan Prairie,Jordan,Morris-Roberts,34,Husband,Married,Male,Writer,Unknown,Unknown
10,Aethelstan Prairie,Lynn,Morris-Roberts,5,Daughter,Unknown,Female,Student,Unknown,Unknown
11,Aethelstan Prairie,Harry,James,72,Head,Married,Male,Retired,Unknown,Methodist
11,Aethelstan Prairie,Diane,James,71,Wife,Married,Female,Retired,Unknown,Methodist
12,Aethelstan Prairie,Margaret,Shaw,37,Head,Single,Female,Accommodation manager,Unknown,Christian
12,Aethelstan Prairie,Jeffrey,Shaw,15,Son,Unknown,Male,Student,Unknown,Unknown
13,Aethelstan Prairie,Catherine,Hilton,48,Head,Married,Female,"Exhibitions officer, museum/gallery",Unknown,Christian
13,Aethelstan Prairie,Nigel,Hilton,50,Husband,Married,Male,Veterinary surgeon,Unknown,Christian
13,Aethelstan Prairie,Philip,Hilton,16,Son,Unknown,Male,Student,Unknown,Unknown
13,Aethelstan Prairie,Sandra,Hilton,13,Daughter,Unknown,Female,Student,Unknown,Unknown
13,Aethelstan Prairie,Edward,Hilton,5,Son,Unknown,Male,Student,Unknown,Unknown
14,Aethelstan Prairie,Keith,Cook,20,Head,Single,Male,University Student,Unknown,Catholic
14,Aethelstan Prairie,Philip,Howard,19,Unknown,Single,Male,University Student,Unknown,Unknown
14,Aethelstan Prairie,Leigh,Stevens,21,Unknown,Single,Male,University Student,Unknown,Unknown
14,Aethelstan Prairie,Glen,Taylor,28,Unknown,Single,Male,PhD Student,Unknown,Sikh
14,Aethelstan Prairie,Steven,Morgan,22,Unknown,Single,Male,University Student,Unknown,Christian
15,Aethelstan Prairie,Sophie,White,61,Head,Married,Female,Secondary school teacher,Unknown,Muslim
15,Aethelstan Prairie,Anthony,White,60,Husband,Married,Male,Leisure centre manager,Unknown,Muslim
15,Aethelstan Prairie,Karen,White,24,Daughter,Single,Female,Water engineer,Unknown,Muslim
15,Aethelstan Prairie,Lucy,White,11,Daughter,Unknown,Female,Student,Unknown,Unknown
16,Aethelstan Prairie,Denise,Johnston,33,Head,Divorced,Female,Personal assistant,Unknown,Christian
16,Aethelstan Prairie,Rosemary,Johnston,9,Daughter,Unknown,Female,Student,Unknown,Unknown
17,Aethelstan Prairie,Edward,Ford,88,Head,Married,Male,Retired,Unknown,Catholic
17,Aethelstan Prairie,Maureen,Ford,93,Wife,Married,Female,Retired,Unknown,Unknown
18,Aethelstan Prairie,Julie,Harris,37,Head,Married,Female,"Pharmacist, hospital",Unknown,Catholic
18,Aethelstan Prairie,Jordan,Harris,39,Husband,Married,Male,Unemployed,Unknown,Catholic
19,Aethelstan Prairie,Fiona,Pugh,51,Head,Divorced,Female,Unemployed,Unknown,Christian
19,Aethelstan Prairie,Lorraine,Pugh,9,Daughter,Unknown,Female,Student,Unknown,Unknown
20,Aethelstan Prairie,Lesley,King,59,Head,Divorced,Female,Probation officer,Blind,Catholic
20,Aethelstan Prairie,Craig,King,23,Son,Single,Male,Herbalist,Unknown,Catholic
20,Aethelstan Prairie,Marcus,King,21,Son,Divorced,Male,University Student,Unknown,Catholic
21,Aethelstan Prairie,Emily,Atkinson,37,Head,Divorced,Female,Unemployed,Unknown,Christian
21,Aethelstan Prairie,Alison,Atkinson,6,Daughter,Unknown,Female,Student,Unknown,Unknown
21,Aethelstan Prairie,William,Atkinson,6,Son,Unknown,Male,Student,Unknown,Unknown
21,Aethelstan Prairie,Neil,Atkinson,5,Son,Unknown,Male,Student,Unknown,Unknown
22,Aethelstan Prairie,Paige,Morris,34,Head,Divorced,Female,Corporate treasurer,Unknown,Christian
